?parent_label	?label
"Number of installations clause"	"Number of installations unrestricted"
"Number of users clause"	"Number of users restricted"
"Number of users clause"	"Number of users unrestricted"
"OBO format"	"OBO"
"OBO format"	"OBO Flat File Format"
"OBO format"	"OBO-XML"
"ORF identifier"	"ORF ID"
"ORF identifier"	"ORF name"
"OWL format"	"Manchester OWL Syntax"
"OWL format"	"OWL Functional Syntax"
"OWL format"	"OWL/XML"
"Obsolete concept (EDAM)"	"obsolete_.java file"
"Obsolete concept (EDAM)"	"obsolete_BED format"
"Obsolete concept (EDAM)"	"obsolete_Clustering algorithm"
"Obsolete concept (EDAM)"	"obsolete_FACS ( fluorescence-activated cell sorter)"
"Obsolete concept (EDAM)"	"obsolete_FASTA"
"Obsolete concept (EDAM)"	"obsolete_FCS"
"Obsolete concept (EDAM)"	"obsolete_Heatmap"
"Obsolete concept (EDAM)"	"obsolete_Image"
"Obsolete concept (EDAM)"	"obsolete_Information processing"
"Obsolete concept (EDAM)"	"obsolete_MAGE tab format"
"Obsolete concept (EDAM)"	"obsolete_MAGE-ML"
"Obsolete concept (EDAM)"	"obsolete_Microarray data"
"Obsolete concept (EDAM)"	"obsolete_Modified BSD License"@en
"Obsolete concept (EDAM)"	"obsolete_OBO flat file format"
"Obsolete concept (EDAM)"	"obsolete_PSI-MI format"
"Obsolete concept (EDAM)"	"obsolete_SBML"
"Obsolete concept (EDAM)"	"obsolete_SBML file"
"Obsolete concept (EDAM)"	"obsolete_SBML model"
"Obsolete concept (EDAM)"	"obsolete_TIFF image"
"Obsolete concept (EDAM)"	"obsolete_XML"
"Obsolete concept (EDAM)"	"obsolete_XML"
"Obsolete concept (EDAM)"	"obsolete_gff format"
"Obsolete concept (EDAM)"	"obsolete_html"
"Obsolete concept (EDAM)"	"obsolete_jpeg"
"Obsolete concept (EDAM)"	"obsolete_newick"
"Obsolete concept (EDAM)"	"obsolete_ontology"
"Obsolete concept (EDAM)"	"obsolete_pdf"
"Obsolete concept (EDAM)"	"obsolete_png"
"Obsolete concept (EDAM)"	"obsolete_ps"
"Obsolete concept (EDAM)"	"obsolete_text file format"
"Oligonucleotide ID"	"DiProDB ID"
"Oligonucleotide ID"	"dbProbe ID"
"Omics"	"Genomics"
"Omics"	"Metabolomics"
"Omics"	"Phenomics"
"Omics"	"Proteomics"
"Ontology concept ID"	"BRENDA ontology concept ID"
"Ontology concept ID"	"BioPax concept ID"
"Ontology concept ID"	"Cell type ontology ID"
"Ontology concept ID"	"ChEBI concept ID"
"Ontology concept ID"	"EMAP concept ID"
"Ontology concept ID"	"FMA concept ID"
"Ontology concept ID"	"GO concept ID"
"Ontology concept ID"	"HGNC concept ID"
"Ontology concept ID"	"MGED concept ID"
"Ontology concept ID"	"MeSH concept ID"
"Ontology concept ID"	"NCBI taxonomy ID"
"Ontology concept ID"	"Plant Ontology concept ID"
"Ontology concept ID"	"UMLS concept ID"
"Ontology concept ID"	"myGrid concept ID"
"Ontology concept data"	"Ontology concept definition"
"Ontology concept data"	"Ontology term"
"Ontology concept identifier"	"Ontology concept ID"
"Ontology concept identifier"	"Ontology concept name"
"Ontology data"	"Ontology"
"Ontology data"	"Ontology concept"
"Ontology data"	"Ontology concept data"
"Ontology format"	"KRSS2 Syntax"
"Ontology format"	"OBO format"
"Ontology format"	"RDF format"
"Ontology identifier"	"Ontology name"
"Open Data Commons"@en	"DbCL v1.0"@en
"Open Data Commons"@en	"ODC-By v1.0"@en
"Open Data Commons"@en	"ODbL v1.0"@en
"Open Data Commons"@en	"PDDL v1.0"@en
"Open source software license"	"GNU Project Free License Type"
"Open source software license"	"MIACA Full Copyright"@en
"Open source software license"	"MPL"
"Open source software license"	"OPL v1.0"
"Operation"	"Analysis"
"Operation"	"Annotation"
"Operation"	"Anonymisation"
"Operation"	"Assembly"
"Operation"	"Calculation"
"Operation"	"Classification"
"Operation"	"Clustering"
"Operation"	"Comparison"
"Operation"	"Conversion"
"Operation"	"Correlation"
"Operation"	"Data handling"
"Operation"	"Deposition"
"Operation"	"Design"
"Operation"	"Generation"
"Operation"	"Indexing"
"Operation"	"Mapping"
"Operation"	"Modelling and simulation"
"Operation"	"Optimisation and refinement"
"Operation"	"Plotting"
"Operation"	"Prediction and recognition"
"Operation"	"Query and retrieval"
"Operation"	"Service management"
"Operation"	"Validation"
"Operation"	"Visualisation"
"Optimisation and refinement"	"Molecular model refinement"
"Optimisation and refinement"	"Sequence alignment refinement"
"Organism accession"	"BRENDA organism ID"
"Organism accession"	"NCBI taxonomy ID"
"Organism accession"	"Strain accession"
"Organism accession"	"Virus ID"
"Organism accession"	"iHOP organism ID"
"Organism identifier"	"Organism accession"
"Organism identifier"	"Organism name"
"Organism identifier"	"Strain identifier"
"Organism identifier"	"Virus identifier"
"Organism name"	"Genbank common name"
"Organism name"	"KEGG organism code"
"Organism name"	"Strain name"
"Organism name"	"Taxon"
"Organism name"	"Taxonomic classification"
"Organism report"	"Cell line report"
"Organism report"	"Fate map"
"Organism report"	"Genome report"
"Over-representation analysis"	"Chemical class enrichment"
"Over-representation analysis"	"Gene-set enrichment analysis"
"Over-representation report"	"GO-term enrichment report"
"Over-representation report"	"Pathway or network report"
"PDB database entry format"	"PDB"
"PDB database entry format"	"PDBML"
"PDB database entry format"	"mmCIF"
"PDB database entry format"	"pdbatom"
"PDB database entry format"	"pdbatomnuc"
"PDB database entry format"	"pdbseqres"
"PDB database entry format"	"pdbseqresnuc"
"PED/MAP"	"MAP"
"PED/MAP"	"PED"
"PS"	"EPS"
"PSI MI XML (MIF)"	"PSI-PAR"
"PTM identification"	"PTM localisation"
"Pathology"	"Infectious disease"
"Pathology"	"Rare diseases"
"Pathway or network accession"	"Pathway ID (BioCyc)"
"Pathway or network accession"	"Pathway ID (BioSystems)"
"Pathway or network accession"	"Pathway ID (CPDB)"
"Pathway or network accession"	"Pathway ID (ConsensusPathDB)"
"Pathway or network accession"	"Pathway ID (DQCS)"
"Pathway or network accession"	"Pathway ID (INOH)"
"Pathway or network accession"	"Pathway ID (KEGG)"
"Pathway or network accession"	"Pathway ID (NCI-Nature)"
"Pathway or network accession"	"Pathway ID (PATIKA)"
"Pathway or network accession"	"Pathway ID (Panther)"
"Pathway or network accession"	"Pathway ID (PharmGKB)"
"Pathway or network accession"	"Pathway ID (SMPDB)"
"Pathway or network accession"	"Pathway ID (Unipathway)"
"Pathway or network accession"	"Pathway ID (reactome)"
"Pathway or network accession"	"cPath ID"
"Pathway or network analysis"	"Gene expression profile pathway mapping"
"Pathway or network analysis"	"Gene regulatory network analysis"
"Pathway or network analysis"	"Pathway or network prediction"
"Pathway or network analysis"	"Pathway or network visualisation"
"Pathway or network analysis"	"Protein interaction network analysis"
"Pathway or network analysis"	"Weighted correlation network analysis"
"Pathway or network identifier"	"Pathway or network accession"
"Pathway or network identifier"	"Pathway or network name"
"Pathway or network prediction"	"Gene regulatory network prediction"
"Pathway or network prediction"	"Protein interaction network prediction"
"Pathway or network visualisation"	"Protein interaction network rendering"
"Pathway or network visualisation"	"Protein interaction network visualisation"
"Peptide ID"	"PeptideAtlas ID"
"Peptide database search"	"Blind peptide database search"
"Peptide database search"	"Validation of peptide-spectrum matches"
"Peptide identification"	"PTM identification"
"Peptide identification"	"Peptide database search"
"Peptide identification"	"Tag-based peptide identification"
"Peptide identification"	"de Novo sequencing"
"Peptide identifier"	"Peptide ID"
"Peptide identifier"	"Polypeptide chain ID"
"Peptide immunogenicity data"	"Hopp and Woods plot"
"Peptide property"	"Peptide identification"
"Peptide property"	"Peptide mass fingerprint"
"Person identifier"	"Author ID"
"Person identifier"	"Person name"
"Person identifier"	"User ID"
"PharmGKB ID"	"Disease ID (PharmGKB)"
"PharmGKB ID"	"Drug ID (PharmGKB)"
"PharmGKB ID"	"Pathway ID (PharmGKB)"
"Pharmacology"	"Pharmacogenomics"
"Phylip format variant"	"PHYLIP format"
"Phylip format variant"	"phylipnon"
"Phylogenetic character data"	"Phylogenetic continuous quantitative data"
"Phylogenetic character data"	"Phylogenetic discrete data"
"Phylogenetic character data format"	"Phylogenetic continuous quantitative character format"
"Phylogenetic character data format"	"Phylogenetic discrete states format"
"Phylogenetic character data format"	"Phylogenetic tree report (cliques) format"
"Phylogenetic character data format"	"Phylogenetic tree report (invariants) format"
"Phylogenetic continuous quantitative character format"	"Phylip character frequencies format"
"Phylogenetic continuous quantitative character format"	"Phylip continuous quantitative characters"
"Phylogenetic continuous quantitative data"	"Phylogenetic gene frequencies data"
"Phylogenetic data"	"Phylogenetic character cliques"
"Phylogenetic data"	"Phylogenetic character contrasts"
"Phylogenetic data"	"Phylogenetic character data"
"Phylogenetic data"	"Phylogenetic character weights"
"Phylogenetic data"	"Phylogenetic invariants"
"Phylogenetic data"	"Phylogenetic tree"
"Phylogenetic data"	"Phylogenetic tree distances"
"Phylogenetic discrete states format"	"Phylip discrete states format"
"Phylogenetic tree"	"Gene tree"
"Phylogenetic tree"	"Species tree"
"Phylogenetic tree ID"	"Ensembl gene tree ID"
"Phylogenetic tree ID"	"TreeBASE study accession number"
"Phylogenetic tree ID"	"TreeFam accession number"
"Phylogenetic tree analysis"	"Ancestral reconstruction"
"Phylogenetic tree analysis"	"Phylogenetic tree analysis (gene family prediction)"
"Phylogenetic tree analysis"	"Phylogenetic tree analysis (natural selection)"
"Phylogenetic tree analysis"	"Phylogenetic tree analysis (shape)"
"Phylogenetic tree analysis"	"Phylogenetic tree bootstrapping"
"Phylogenetic tree analysis"	"Phylogenetic tree comparison"
"Phylogenetic tree analysis"	"Phylogenetic tree editing"
"Phylogenetic tree analysis"	"Phylogenetic tree generation"
"Phylogenetic tree analysis"	"Phylogenetic tree visualisation"
"Phylogenetic tree comparison"	"Phylogenetic sub/super tree detection"
"Phylogenetic tree comparison"	"Phylogenetic tree distances calculation"
"Phylogenetic tree comparison"	"Phylogenetic tree generation (consensus)"
"Phylogenetic tree format"	"Phylogenetic tree format (XML)"
"Phylogenetic tree format"	"Phylogenetic tree format (text)"
"Phylogenetic tree format (XML)"	"NeXML"
"Phylogenetic tree format (XML)"	"phyloXML"
"Phylogenetic tree format (text)"	"ClustalW dendrogram"
"Phylogenetic tree format (text)"	"Nexus format"
"Phylogenetic tree format (text)"	"Phylip tree format"
"Phylogenetic tree format (text)"	"Phylip tree raw"
"Phylogenetic tree format (text)"	"TreeBASE format"
"Phylogenetic tree format (text)"	"TreeCon format"
"Phylogenetic tree format (text)"	"TreeFam format"
"Phylogenetic tree format (text)"	"newick"
"Phylogenetic tree generation"	"Phylogenetic tree generation (consensus)"
"Phylogenetic tree generation"	"Phylogenetic tree generation (data centric)"
"Phylogenetic tree generation"	"Phylogenetic tree generation (method centric)"
"Phylogenetic tree generation"	"Phylogenetic tree reconstruction"
"Phylogenetic tree generation (data centric)"	"Phylogenetic tree construction (from polymorphism data)"
"Phylogenetic tree generation (data centric)"	"Phylogenetic tree generation (from continuous quantitative characters)"
"Phylogenetic tree generation (data centric)"	"Phylogenetic tree generation (from gene frequencies)"
"Phylogenetic tree generation (data centric)"	"Phylogenetic tree generation (from molecular sequences)"
"Phylogenetic tree generation (from molecular sequences)"	"Phylogenetic footprinting / shadowing"
"Phylogenetic tree generation (from molecular sequences)"	"Phylogenetic species tree construction"
"Phylogenetic tree generation (method centric)"	"Phylogenetic tree generation (AI methods)"
"Phylogenetic tree generation (method centric)"	"Phylogenetic tree generation (maximum likelihood and Bayesian methods)"
"Phylogenetic tree generation (method centric)"	"Phylogenetic tree generation (minimum distance methods)"
"Phylogenetic tree generation (method centric)"	"Phylogenetic tree generation (parsimony methods)"
"Phylogenetic tree generation (method centric)"	"Phylogenetic tree generation (quartet methods)"
"Phylogenetic tree report (cliques) format"	"Phylip cliques format"
"Phylogenetic tree report (tree distances) format"	"Phylip tree distance format"
"Phylogeny"	"Phylogenetics"
"Physical map"	"Cytogenetic map"
"Physical map"	"Radiation hybrid map"
"Physical map"	"Sequence map"
"Physical mapping"	"Bisulfite mapping"
"Physical mapping"	"Methylation calling"
"Physical mapping"	"Radiation Hybrid Mapping"
"Physical mapping"	"Read mapping"
"Physical mapping"	"Sequence tagged site (STS) mapping"
"Physics"	"Biophysics"
"Platform clause"	"Platform restricted"
"Platform clause"	"Platform unrestricted"
"Plot"	"Base pairing probability matrix dotplot"
"Plot"	"Fickett testcode plot"
"Plot"	"Hopp and Woods plot"
"Plot"	"Nucleic acid density plot"
"Plot"	"Nucleic acid melting curve"
"Plot"	"Ordination plot"
"Plot"	"Protein ionisation curve"
"Plot"	"Protein titration curve"
"Plot"	"Sequence composition plot"
"Plot"	"Sequence similarity plot"
"Plotting"	"Base position variability plotting"
"Plotting"	"Codon usage bias plotting"
"Plotting"	"Dotplot plotting"
"Plotting"	"Incident curve plotting"
"Plotting"	"Microarray data rendering"
"Plotting"	"Nucleic acid density plotting"
"Plotting"	"Nucleic acid melting profile plotting"
"Plotting"	"Protein hydrophobic moment plotting"
"Plotting"	"Protein titration curve plotting"
"Polymorphism detection"	"Frameshift detection"
"Polymorphism detection"	"Indel detection"
"Polymorphism detection"	"SNP detection"
"Position-specific scoring matrix"	"Fingerprint"
"Position-specific scoring matrix"	"Information content matrix"
"Position-specific scoring matrix"	"Position frequency matrix"
"Position-specific scoring matrix"	"Position weight matrix"
"Prediction and recognition"	"Antimicrobial resistance prediction"
"Prediction and recognition"	"Molecular dynamics simulation"
"Prediction and recognition"	"Pathway or network prediction"
"Prediction and recognition"	"Prediction and recognition (nucleic acid)"
"Prediction and recognition"	"Prediction and recognition (protein)"
"Prediction and recognition"	"Sequence feature detection"
"Prediction and recognition"	"Structure prediction"
"Prediction and recognition"	"Text mining"
"Prediction and recognition"	"Virulence prediction"
"Prediction and recognition (nucleic acid)"	"Gene regulatory network prediction"
"Prediction and recognition (nucleic acid)"	"Genetic code prediction"
"Prediction and recognition (nucleic acid)"	"Nucleic acid feature detection"
"Prediction and recognition (nucleic acid)"	"Nucleic acid folding analysis"
"Prediction and recognition (nucleic acid)"	"Nucleic acid sequence alignment analysis"
"Prediction and recognition (nucleic acid)"	"Nucleic acid structure prediction"
"Prediction and recognition (nucleic acid)"	"Primer and probe design"
"Prediction and recognition (nucleic acid)"	"Splicing model analysis"
"Prediction and recognition (protein)"	"Protein architecture recognition"
"Prediction and recognition (protein)"	"Protein feature detection"
"Prediction and recognition (protein)"	"Protein folding pathway prediction"
"Prediction and recognition (protein)"	"Protein function prediction"
"Prediction and recognition (protein)"	"Protein interaction prediction"
"Prediction and recognition (protein)"	"Protein property calculation"
"Prediction and recognition (protein)"	"Protein secondary structure assignment"
"Prediction and recognition (protein)"	"Protein sequence alignment analysis"
"Prediction and recognition (protein)"	"Protein structure prediction"
"Primer and probe design"	"Microarray probe design"
"Primer and probe design"	"PCR primer design"
"Probabilistic data generation"	"Probabilistic sequence generation"
"Promoter ID"	"ABS ID"
"Promoter ID"	"EPD ID"
"Promoter prediction"	"Exonic splicing enhancer prediction"
"Promoter prediction"	"Transcription factor binding site prediction"
"Protein accession"	"Ensembl protein ID"
"Protein accession"	"Enzyme ID"
"Protein accession"	"HPA antibody id"
"Protein accession"	"IMGT/HLA ID"
"Protein accession"	"LGICdb identifier"
"Protein accession"	"Protein ID (CORUM)"
"Protein accession"	"Protein ID (ConoServer)"
